log(shear rate) in s^-1,Polymer conc(wt%),NaCl concentration(wt%),Ca+2 concentration(wt%),Temperature(in celsius),log(viscosity) in cP
1000.0,0.3,0.1,0.0,25.0,10.0
1000.0,0.3,0.5,0.0,25.0,9.0
1000.0,0.3,1.0,0.0,25.0,8.0
1000.0,0.3,2.0,0.0,25.0,7.0
1009.0,0.3,4.0,0.0,25.0,6.0
0.01,0.2,0.1,0.0,25.0,750.0
0.01,0.2,0.5,0.0,25.0,90.0
0.01,0.2,1.0,0.0,25.0,35.0
0.01,0.2,2.0,0.0,25.0,27.0
0.01,0.2,4.0,0.0,25.0,11.0
0.1,0.2,0.1,0.0,25.0,700.0
0.1,0.2,0.5,0.0,25.0,90.0
0.1,0.2,1.0,0.0,25.0,40.0
0.1,0.2,2.0,0.0,25.0,30.0
0.1,0.2,4.0,0.0,25.0,20.0
1.0,0.2,0.1,0.0,25.0,300.0
1.0,0.2,0.5,0.0,25.0,80.0
1.0,0.2,1.0,0.0,25.0,60.0
1.0,0.2,2.0,0.0,25.0,30.0
1.0,0.2,4.0,0.0,25.0,20.0
10.0,0.2,0.1,0.0,25.0,90.0
10.0,0.2,0.5,0.0,25.0,30.0
10.0,0.2,1.0,0.0,25.0,20.0
10.0,0.2,2.0,0.0,25.0,10.0
10.0,0.2,4.0,0.0,25.0,9.0
100.0,0.2,0.1,0.0,25.0,30.0
100.0,0.2,0.5,0.0,25.0,20.0
100.0,0.2,1.0,0.0,25.0,10.0
100.0,0.2,2.0,0.0,25.0,9.0
100.0,0.2,4.0,0.0,25.0,8.0
1000.0,0.2,0.1,0.0,25.0,15.0
1000.0,0.2,0.5,0.0,25.0,9.0
1000.0,0.2,1.0,0.0,25.0,8.0
1000.0,0.2,2.0,0.0,25.0,6.0
1000.0,0.2,4.0,0.0,25.0,5.0
0.01,0.1,0.1,0.0,25.0,110.0
0.01,0.1,0.5,0.0,25.0,20.0
0.01,0.1,1.0,0.0,25.0,11.0
0.01,0.1,2.0,0.0,25.0,7.0
0.01,0.1,4.0,0.0,25.0,4.0
0.1,0.1,0.1,0.0,25.0,100.0
0.1,0.1,0.5,0.0,25.0,20.0
0.1,0.1,1.0,0.0,25.0,11.0
0.1,0.1,2.0,0.0,25.0,7.0
0.1,0.1,4.0,0.0,25.0,4.0
1.0,0.1,0.1,0.0,25.0,80.0
1.0,0.1,0.5,0.0,25.0,20.0
1.0,0.1,1.0,0.0,25.0,11.0
1.0,0.1,2.0,0.0,25.0,7.0
1.0,0.1,4.0,0.0,25.0,4.0
10.0,0.1,0.1,0.0,25.0,32.0
10.0,0.1,0.5,0.0,25.0,12.0
10.0,0.1,1.0,0.0,25.0,9.0
10.0,0.1,2.0,0.0,25.0,6.0
10.0,0.1,4.0,0.0,25.0,4.0
100.0,0.1,0.1,0.0,25.0,15.0
100.0,0.1,0.5,0.0,25.0,9.0
100.0,0.1,1.0,0.0,25.0,7.0
100.0,0.1,2.0,0.0,25.0,6.0
100.0,0.1,4.0,0.0,25.0,3.0
1000.0,0.1,0.1,0.0,25.0,8.0
1000.0,0.1,0.5,0.0,25.0,6.0
1000.0,0.1,1.0,0.0,25.0,5.0
1000.0,0.1,2.0,0.0,25.0,4.0
1000.0,0.1,4.0,0.0,25.0,3.0
0.01,0.3,0.1,0.0,25.0,1150.0
0.01,0.3,0.1,0.05,25.0,30.0
0.01,0.3,0.1,0.1,25.0,19.0
0.01,0.3,0.1,0.15,25.0,11.0
0.1,0.3,0.1,0.0,25.0,1100.0
0.1,0.3,0.1,0.05,25.0,40.0
0.1,0.3,0.1,0.1,25.0,18.0
0.1,0.3,0.1,0.15,25.0,12.0
1.0,0.3,0.1,0.0,25.0,800.0
1.0,0.3,0.1,0.05,25.0,40.0
1.0,0.3,0.1,0.1,25.0,18.0
1.0,0.3,0.1,0.15,25.0,11.0
10.0,0.3,0.1,0.0,25.0,200.0
10.0,0.3,0.1,0.05,25.0,30.0
10.0,0.3,0.1,0.1,25.0,17.0
10.0,0.3,0.1,0.15,25.0,11.0
100.0,0.3,0.1,0.0,25.0,50.0
100.0,0.3,0.1,0.05,25.0,15.0
100.0,0.3,0.1,0.1,25.0,10.0
100.0,0.3,0.1,0.15,25.0,9.0
1000.0,0.3,0.1,0.0,25.0,18.0
1000.0,0.3,0.1,0.05,25.0,8.0
1000.0,0.3,0.1,0.1,25.0,6.0
1000.0,0.3,0.1,0.15,25.0,5.0
0.01,0.3,1.0,0.0,25.0,120.0
0.01,0.3,1.0,0.05,25.0,40.0
0.01,0.3,1.0,0.1,25.0,25.0
0.01,0.3,1.0,0.15,25.0,18.0
0.1,0.3,1.0,0.0,25.0,120.0
0.1,0.3,1.0,0.05,25.0,40.0
0.1,0.3,1.0,0.1,25.0,25.0
0.1,0.3,1.0,0.15,25.0,18.0
1.0,0.3,1.0,0.0,25.0,100.0
1.0,0.3,1.0,0.05,25.0,40.0
1.0,0.3,1.0,0.1,25.0,25.0
1.0,0.3,1.0,0.15,25.0,18.0
10.0,0.3,1.0,0.0,25.0,50.0
10.0,0.3,1.0,0.05,25.0,35.0
10.0,0.3,1.0,0.1,25.0,25.0
10.0,0.3,1.0,0.15,25.0,15.0
100.0,0.3,1.0,0.0,25.0,25.0
100.0,0.3,1.0,0.05,25.0,15.0
100.0,0.3,1.0,0.1,25.0,12.0
100.0,0.3,1.0,0.15,25.0,9.0
1000.0,0.3,1.0,0.0,25.0,10.0
1000.0,0.3,1.0,0.05,25.0,8.0
1000.0,0.3,1.0,0.1,25.0,6.0
1000.0,0.3,1.0,0.15,25.0,5.0
0.01,0.3,4.0,0.0,25.0,50.0
0.01,0.3,4.0,0.05,25.0,40.0
0.01,0.3,4.0,0.1,25.0,30.0
0.01,0.3,4.0,0.15,25.0,20.0
0.1,0.3,4.0,0.0,25.0,50.0
0.1,0.3,4.0,0.05,25.0,40.0
0.1,0.3,4.0,0.1,25.0,30.0
0.1,0.3,4.0,0.15,25.0,20.0
1.0,0.3,4.0,0.0,25.0,48.0
1.0,0.3,4.0,0.05,25.0,38.0
1.0,0.3,4.0,0.1,25.0,28.0
1.0,0.3,4.0,0.15,25.0,18.0
10.0,0.3,4.0,0.0,25.0,35.0
10.0,0.3,4.0,0.05,25.0,28.0
10.0,0.3,4.0,0.1,25.0,24.0
10.0,0.3,4.0,0.15,25.0,8.0
100.0,0.3,4.0,0.0,25.0,18.0
100.0,0.3,4.0,0.05,25.0,16.0
100.0,0.3,4.0,0.1,25.0,14.0
100.0,0.3,4.0,0.15,25.0,12.0
1000.0,0.3,4.0,0.0,25.0,9.0
1000.0,0.3,4.0,0.05,25.0,7.0
1000.0,0.3,4.0,0.1,25.0,6.0
1000.0,0.3,4.0,0.15,25.0,5.5
